./Data/maskDetectorJPEGImages/455.jpg,182,6,310,140,mask
./Data/maskDetectorJPEGImages/157.jpg,392,98,621,311,noMask
./Data/maskDetectorJPEGImages/63.jpg,153,102,662,711,noMask
./Data/maskDetectorJPEGImages/605.jpg,171,19,505,407,mask
./Data/maskDetectorJPEGImages/215.jpg,196,42,1035,1047,noMask
./Data/maskDetectorJPEGImages/656.jpg,132,19,203,95,noMask
./Data/maskDetectorJPEGImages/656.jpg,18,14,81,88,noMask
./Data/maskDetectorJPEGImages/350.jpg,182,1,393,230,mask
./Data/maskDetectorJPEGImages/252.jpg,60,15,158,134,noMask
./Data/maskDetectorJPEGImages/122.jpg,79,11,158,102,mask
./Data/maskDetectorJPEGImages/85.jpg,256,64,370,208,noMask
./Data/maskDetectorJPEGImages/111.jpg,355,76,740,560,mask
./Data/maskDetectorJPEGImages/363.jpg,213,17,403,239,mask
./Data/maskDetectorJPEGImages/132.jpg,27,68,600,770,mask
./Data/maskDetectorJPEGImages/193.jpg,53,4,175,152,noMask
./Data/maskDetectorJPEGImages/520.jpg,402,57,720,318,mask
./Data/maskDetectorJPEGImages/277.jpg,101,6,208,125,noMask
./Data/maskDetectorJPEGImages/458.jpg,1,119,313,422,mask
./Data/maskDetectorJPEGImages/269.jpg,66,6,211,161,noMask
./Data/maskDetectorJPEGImages/409.jpg,126,7,262,173,mask
./Data/maskDetectorJPEGImages/567.jpg,49,2,472,304,mask
./Data/maskDetectorJPEGImages/94.jpg,164,87,270,219,mask
./Data/maskDetectorJPEGImages/620.jpg,380,100,1119,1065,mask
./Data/maskDetectorJPEGImages/490.jpg,101,19,189,118,mask
./Data/maskDetectorJPEGImages/47.jpg,417,5,966,643,noMask
./Data/maskDetectorJPEGImages/260.jpg,803,56,1196,572,noMask
./Data/maskDetectorJPEGImages/260.jpg,549,124,855,568,noMask
./Data/maskDetectorJPEGImages/634.jpg,54,2,154,122,mask
./Data/maskDetectorJPEGImages/253.jpg,84,5,205,138,noMask
./Data/maskDetectorJPEGImages/378.jpg,703,86,1050,551,mask
./Data/maskDetectorJPEGImages/499.jpg,248,11,347,131,mask
./Data/maskDetectorJPEGImages/293.jpg,110,34,897,954,noMask
./Data/maskDetectorJPEGImages/683.jpg,517,96,1184,850,noMask
./Data/maskDetectorJPEGImages/444.jpg,972,59,1046,134,mask
./Data/maskDetectorJPEGImages/444.jpg,956,172,1035,237,mask
./Data/maskDetectorJPEGImages/444.jpg,808,167,882,234,mask
./Data/maskDetectorJPEGImages/444.jpg,712,155,774,226,mask
./Data/maskDetectorJPEGImages/444.jpg,607,151,679,214,mask
./Data/maskDetectorJPEGImages/444.jpg,487,149,547,219,mask
./Data/maskDetectorJPEGImages/444.jpg,329,153,406,211,mask
./Data/maskDetectorJPEGImages/444.jpg,232,155,288,218,mask
./Data/maskDetectorJPEGImages/444.jpg,137,158,187,218,mask
./Data/maskDetectorJPEGImages/388.jpg,270,92,473,302,mask
./Data/maskDetectorJPEGImages/388.jpg,420,179,570,385,mask
./Data/maskDetectorJPEGImages/272.jpg,95,10,222,163,noMask
